Tweets,Decision
@fernwebbrealtor that pretty well sums him up but i'll add; racist traitor (it's worth a second mention) misogynist hater asshat twat bum,no
@johnkerry suck @potus dick asshat,no
rt @lxbeetee: @25yearschronic piss off my page you fucking asshat i would suck off @aplusk just to say i did! #taximafia is over #getoverƒ,no
asshead penis,no
vagina asshead cocks shitty shat cocksucker,no
cocksucker asshead prick,no
asshead cock cunt boobs fucking asswipe,no
cocksucker piss dickbutt asshead cocksucker,no
cock asshead,no
asshat cock asshead shitting crappy titty,no
tits assface asshole asswipe asshead prick,no
boobs asshead pissed fart fuckass fart,no
heard you suck coco chanel's dick and dans „ fuck no ____ fuck off ed asshead and joel you faggot... https://t.co/pvrsfacdcc,no
@emma_sartoris e: eggass m: malicious m: motherfucker a: asshole s:slut a: asshead r: retard t: turd o: overheated r: racist,no
motherfuck tit bastard vagina fucks pisser asshead,no
dick asshead nipple boobs jerkass shitting fucked,no
ill spoil you with some bomb asshead tounge deep in... „ it's horny dude hours https://t.co/vi8frj73q1,no
im sick and fucking tired of seeing disgusting shitfaced perverted dirty whores like u always being on porn!!!!!!!! https://t.co/lxfgolc8vr,no
can't wait to find out how many of my shithead coworkers called out ______,yes
posting descriptive spoilers in thread titles makes you a shithead. you should be banned for a year because of it.,no
"rt @mattbearnest: @biasedgirl ""don't worry i don't have a specific ideology. i'm just an enormous shithead for no reason.""",no
@davethemogul you know ur the dumbest fuck i ever seen. shithead,yes
@stevenreycristo @nydailynews wtf are we going to do about losing our country to this shithead and his family of russian sympathizers?,no
i *am* an optimist. i am positive that you are a shithead. see? positive thinking!,yes
how could you possibly read malice into this tweet that is explicitly about confirmation bias? after i've shown that i'm a total shithead?,yes
@armyheroin @const_liberty1 are you this much of a shithead? killing americans is free exercise of religion?,no
rt @beeeechball: @xtallinex well aren't you the fucking best. give this asshole a trophy. keep believing mike's lies shithead.,no
rt @cbemob: mentally ill or not i would have taken his head off what an absolute shithead. https://t.co/vv7zvgyk3s,no
rt @rheaofsunshinee: @mistiimaria isn't funny how every shithead guy basically says the same stuff bc i felt like i've read this before ______,no
while i feel for the pain of the victims in istanbul maybe it's time muslim countries do something about the shithead terrorists in there.,no
be a fucking dream if my student loan even covered the cost of my student accommodation __ shithead governement,yes
sorry about that folks! our shithead intern gareth knocked over a glowing statue and now the office is a hive mind - admin team,no
@kellyz713 @blaubok better than that shithead schumer. head clown leading ditz pelosi and elija the hun. dumbest liberals in world history.,no
rt @frameslip: @coffinpretty i recently ran into a shithead from highschool at a bar he was the busboy,no
if u cheat on ur s/o ur a fucking shithead man woman nonbinary whatever simple as that. no biases.,yes
@realdonaldtrump that is 100% wrong shithead evidence in front of you russia wanted you elected but hacked rnc just as much to help you,no
@unca_laguna @shenanigansen yes becuase taking no isue with a lying shithead puting goldmen sacks in power is how you improve things,no
my new years resolution is to become even more a fucking shithead bc any good qualities i have are barely existant so whats the point,no
@flythew2016 @uspatriot16 @cernovich lol soviet union does not exist you shithead.,yes
@norsewolfe oh shithead now? offended your thin skin with my superior brain power. when swearing occurs the argument is lost. debate is ok,no
@realdonaldtrump @danscavino @kellyannepolls @seanspicer this from the shithead that buys steel adn clothesfrom china!,yes
@donnelly3502 reasoning with an asshole like you is like picking up a turd by the clean end. you need a dose of castor oil shithead.,no
who was that shithead politician who said we should have public hangings to save on electricity cost? he should go hang himself! #wtf,no
rt @hotdiggetydam: he paid a dollar online to get a fake title of reverend shithead. https://t.co/oal2moytlq,no
america first looks like this obama shithead https://t.co/nbx3ymrimh,no
"rt @folyqa: mfw i asked for a gold iphone 7 and my shithead parents got me a jet black cus ""aplel doesn't make gold iphone 7"" sƒ",yes
i love this part bc hana is a pure shithead and he deserved to fear ebumi this much + i like to think he was expectƒ https://t.co/qf5g4bajrp,yes
@juliet_delaney youre a dumbass. like it or not trump will be your potus. can't handle that leave the country you stupid shithead!,no
rt @glinner: 2016 won't end dec 31. it will last until we drive farage and trump and all their shithead ilk into the sea https://t.co/evdo7ƒ,no
@offencepolice yes. you do. your passive shithead ignorance sits around whilst our power-elites get away with military mas-murder.,no
@realdonaldtrump how will this create jobs/coal mines? the people u promised. israel is great. shithead. #notmypresident #horriblerolemodel,no
@scfc_ben @staceybrewski1 i'm not the moron hiding behind a random picture and trying to make people feel shit about themselves. shithead.,no
@optadyanmic you need a fucking psychiatrist you moron shithead,yes
we appreciate the attempt @showdownjoe it's too bad your shithead partner had to ruin it anyway with his tasteless joke.,no
@nevschulman calling someone a shithead is my favourite thing in the world.,no
@fatkidcool president shithead on the right.,no
rt @nihilist_arbys: election prediction: some shithead will seize power &amp; shepherd us into the sweet eternal void of godless death. nothingƒ,no
self-reminder' because you are forgetful shithead. and also a cheap shithead because you cant afford a sticky note for yourself.,no
@pattonoswalt only because of one state that required no form of id to vote. the rest of the country summarily rejected her. assbag.,no
.@kawagayuu stop posting art without credit or a link or anything you inconsiderate assbag,no
@realdonaldtrump @cnn @nbcnews @foxnews fauxnews isn't real news assbag.,no
@realdonaldtrump get real!! why don't you just say that we will be taxed to death for your stupid wall. you are such an assbag!!,yes
rt @hellon_heels: so is @speakerryan secretly hoping for an immediate impeachment or is he just a deplorable assbag who doesn't careƒ,no
tomarnold needs to put up or shut up everyone knows trump is horrible already &amp; many still voted for assbag https://t.co/mp7pvzys3a,no
@fox59 we get it. all these washed up assbags are butthurt because trump is now bigger than them. just making asses of themselves.,yes
@realdonaldtrump assbag in chief,no
don the con trump desperately needs to get into policy and learn something (if he's capable of learning). stop the juvenile tweetingassbag!,yes
nothing like some assbag conservative adding you to a list of librul traitors..,no
rt @scottke59: @3lectric5heep @3lectric5heep .and if it went down it would be because of trump he is an assbag!,no
@realdonaldtrump you dumb fuck ! immoral pos with your embarrassing teenage https://t.co/e7zka3lwuv really are an assbag of foul air .,no
merry christmas to all of my followers. may the new year bring embarrassmentridicule &amp; pain to all voters who put this assbag in office __,no
neither candidate was worthy of the job but if you voted for this fucking assbag please punch yourself in the faceƒ https://t.co/hndcgrv1k8,no
.@una_alta_volta @bellis2488my @doncarrmac @snitfit i disagree. he's a real communists anti-semite anti-american pro-shia muslim assbag!,no
rt @teamamerica2016: assbag liberals like this supported obama doing what they criticize trump for. at least i'm honest and hold both pƒ,no
@robawilliams314 @twittermoments its whiney not whinny assbag!!,no
rt @kaore: senator and frequent assbag ted cruz (r) from texas is up for re-election in 2018. let's green eggs and hand him his ass. #votetƒ,no
@thehill well that would be a little tough. the orange assbag will be in charge. there was actual hope in 2016.,no
gianna walked to the wrong car in the parking lot and my mom goes : that's not my car assbag,yes
"rt @gianna_01: me: *goes to wrong car* mom: ""that's not my car assbag""",yes
remember when he ripped epstein saying he wasn't smart he just had money? yankees had money. why didn't you win there showalter? #assbag,no
@bourgeoisalien trumpets must be on one today. i've been called a notch and an assbag. i'm not taking that from someone who has seen my ass,no
@realdonaldtrump the world is fucker because of you. luckily that is why the warsaw pact is still around so you can't screw it up. assbag,no
@katiewiencierz don't fuckin feel bad u dumb cunt i speak my truth lifes too short now gtfo before i curse u assbag!,yes
i wonder if it's too late to pretend i'm canadian. what an embarrassing assbag. https://t.co/df0kque4d0,no
@zachzaidman duh any consultant would see fox as a pompous underperforming assbag deflecting attn from poor end of game clck mgmt #bears,no
@keitholbermann @realdonaldtrump what did you expect from orange hitler. he can never keep his story straight. he is a pandering assbag.,no
why is adam saleh on tour? the cockhead has no talent,no
@silvershiruba a cop tried to pull that bs kicking my dog in self defense quote once. yeah cockhead my 5lb chihuahua is a threat,no
@margi1959 he'll blame the germans for not giving asylum seekers better heavy vehicle driver training. because he's a cockhead.,no
@arsenalfantv @youtube what a cockhead saying simeone doesn't play arsenal football... why? coz he wins? #wengerout,no
@rockon73 ur a cockhead who believe a druggie __ cry me a river and go stand by ur drug club with the kingpin who supplied it.,no
"rt @ludaaak: this whole ""new year new me"" is a joke. you're going to be the same cockhead you were an hour and 43 minutes ago. happy new yeƒ",yes
@foxnews @genesimmons you needed to paint your self up as coco the clown before anyone would listen to your music you talentless cockhead,no
@crehage @realdonaldtrump assange isn't a swede. he's australian. still a cockhead; but an australian cockhead.,no
@kaisrert spell it right cockhead,no
mum: tom nobody likes a cock head you mean smart arse? yeah what did i say? you called me a cockhead that too.,no
you can't speak for god ya fucking cockhead,no
@saketan_ &gt;game takes place in the present &gt;some cockhead named 'drumpf' is ruling america https://t.co/qrcdd1j7lt,no
of jesus you stupid left wing bigoted fucking cockhead. @brianrrs37 @andresoventi,no
anyone who answers a work phone with 's'up' automatically becomes a monumental cockhead #justmyopinion #twuntseverywhere,no
@reppeteking you fuckin douchebag...you fucking know it was russia lied to the public are a fucking treasonous assbite. #impeachtrump,yes
rt @troyblayne: @joehnewyork @infotruth699 @markdice this assbite would use being gay to shield himself from someone acting in self-defenseƒ,no
rt @mama3cubs: yes an american war vet with mental health issues qualified as a foreign terrorist. assbite. https://t.co/s54lb7gpnt,no
just because you look like you were born in a gap store doesn't mean you get to walk in the middle of the road! sidewalk assbite! use it!,no
