Tweets,Decision
"fuck you ""in your dreams sandnigger""",No
@yivan__5 hahaha sad sandnigger faggot who even has goat as avi :dddddddddddddd,No
@anncoulter he is a #sandnigger &amp; never will be white! stop embracing these #latinos #hindus #armenians #asians #persians ! #uk #germany,No
@divers @itmelin ye sandnigger is not getting it back either,Yes
@prisonplanet ivanka and a jewish sandnigger pretty disgusting,Yes
sorry #israel that america elected a #sandnigger twice. #istandwithisreal https://t.co/qmmqry8yfp,No
@gaspardmp @marion_m_le_pen &gt;hehehehehe i called him sandnigger i showed him allez ferme ta gueule gaspard,Yes
@johnnyfoxrox @kraut_and_tea they are lying taqqya and muruna. look em up. never believe anything a sandnigger affirms with certainty,No
shout out to sandnigger nishane. #ps4share https://t.co/cj9ze28dci,No
@mbisrael1505 fuck off sandnigger,Yes
@bellasassin you live in sandnigger central so you see them as the much bigger problem. trs doesn't understand because they are dumb.,Yes
nada the sandnigger #thememebot #nada the sandnigger #funny #meme https://t.co/o9djy5g4sz https://t.co/oiobpw49nb,Yes
rt @moesquito16: kys fag im gonna fly delta now one less sandnigger i have to worry about crashing the fucking plane https://t.co/dqlvoapp4t,Yes
"@online_gangsta_ @melkman23 you misspelled ""beastiality ""! you and your sandnigger relatives should be up on that one!",Yes
my coworkers are playing music of their home languages like russian italian and some sandnigger stuff. should i play weeb music?,Yes
@llifo however-it was a sandnigger,Yes
@cordovansplotch @ducesettutamen @thefactualgamer and routinely put them down. thats like the only training the pla has. fighting sandnigger,others
mustafa kemal ataturk beg to differthis sandnigger should be locked up. https://t.co/hsmpo18bzq,No
i will transfer to kebab server with 250 ping and get rank 1!! unskilled sandnigger server,Yes
@mizodude69 @kimoxicom @arash1472 looks like a sandnigger,Yes
@oxtekkers and tackles and interceptions and can actually press. don't tell me you want that sandnigger elneny starting,Yes
@katawina0rafkk fucking weeb gay faggot sandnigger,No
@originalbubsra yeah i don't know why they needed to make that one a sandnigger. they've got tons of preexisting sandniggers. one's in x-men,Yes
chinks gooks spics niggers sandniggers inbred cousin fuckers thank you come agains etc idgaf i hate everyone and everything,Yes
@polackk2 spanish sandnigger. https://t.co/qoopmz9nnv,Yes
"@hfuibyt @vivalaames @usa_infidel3 that's a pretty big fucking ""if"" sandnigger vermin.",No
@ironicleafy @bellauei111 and ur a sandnigger,No
new video: sandnigger vs. slavsquat https://t.co/xo7bca0mpu,No
it stands for vote trump in sandnigger language. https://t.co/dicoq6fnao,No
@ahmed0109652772 @sexynflexy @omcandybabes jan slupen that sandnigger down nasty,No
@reformedgraves yes but eu has all the rapefugees polaks and frenchies. not to mention they are close to sandnigger syria,Yes
@rakitlc shut up you sandnigger,No
she fucked a sandnigger nuff said https://t.co/6vnstkbxai,Yes
rt @menzinerd: @greys354 shut the fuck up sandnigger,No
rt @northernneckred: @arasbacho fuck your sandnigger country you dirty muslim. your prophet mohammed is a peice of shit like you and your pƒ,Yes
when @existenteagle is such a faggy sandnigger he won't reply to your arguments when he knows he lost. he is even scared of @kraut_and_tea,Yes
f'en sandnigger and his slaves will be out soon enough man!!!!!!! putin shows restraint following obamaÍs sanctions https://t.co/tirdcfozdl,Yes
@21savej go fuck a goat you sandnigger,Yes
@wematchhearts_ compared to who? that sandnigger obama supports muslims who chop off their own daughters heads you fuckn hypocrite!,No
"@teknofish @fedrocaina again ape if your a celt you have ""sandnigger"" blood in you",No
all niggers jews americunts mexifags eurofags christ fags and sandniggers should become an heroes.,No
"azaelia banks called zayn malik a ""sandnigger"" wew lad",No
that sandnigger youtube personality would be executed in arabia for being a total faggot,Yes
russia's ambassador to #turkey assassinated in ankara; anither #sandnigger attack here and in #berlinattack https://t.co/zzk0jfmofq,No
rt @drapermark37: this fucking sandnigger needs to be bitch slapped! https://t.co/1wu5nabvpb,Yes
@mizodude69 @kimoxicom @arash1472 how about you go back to ur shitty nasty african place where you live in a lil bush ;))? sandnigger,Yes
@jontronshow fucking mudslime sandnigger jew. don't shill for this camel junkie folks. https://t.co/ozvgumdbuq,Yes
"rt @ateekster: in america: ""speak english. you're in america you damn sandnigger"". in dubai: ""doesn't anyone here speak english god damnƒ",No
@prisonplanet an obvious sandnigger muslim terrorist!,Yes
sandnigger down,others
are you a sandnigger? „ no i am a beaner https://t.co/piweabvmlb,Yes
@ajbreturns kebab is disgusting sandnigger food that looks like the contents of a sick dog's stomach. https://t.co/lgmsv67egi,No
@katawina0rafkk kys sandnigger wrrb,No
"@_raxy_ haha. ""im arab"".. go back to fucking goats sandnigger.",No
will try in the new yr not to break on niggers sandniggers and wetbacksbut still hate money grubbin jews,No
@vsml62 yes i did you republican democratic constitutional sandnigger islamic christian alt right faggot queer,Yes
gauteng : paws love - onderstepoort boo!!!! hi my name is spook. sorry i did not mean to spook you (pun... https://t.co/5m8xpmyhn0,Yes
well the decent spook story writers aren't in charge of this account are they? https://t.co/bycu00tibb,Yes
@kevinkimmich they're not hip to the fact the he's a promoted cia spook &amp; former bankster. isn't that right @evan_mcmullin? #douche,No
higher tax fears spook markets https://t.co/stuhhmpt4f nifty ends at 7-month low; f,Yes
$brew going to gap up a pube. see if it bounces from yesterday's spook off or will it jist keep spooking. off,Yes
nobody sells fireworks anymore because they think of those dumb dogs nigga if you cant deal with your dog being spooked get another pet,No
rt @rosaleeadams: @militarydotcom spook community &amp; fbi have all been compromised...ptb are now partisan pawns...rank and file just work thƒ,No
"rt @faster34me: crowdstrike and the dc spook community are staffed with clinton-obama sycophants any ""intelligence"" from them is meƒ",Yes
attempting the numerary: creating high centralized netting spook: rdfyr https://t.co/tmbmjnqhfg,Yes
i wish i had more experienced people to talk to about sex things because i am a learner and i have done myself the spook.,No
it that possible that obama lied when spook to aipac? or what?? https://t.co/vosforcydr https://t.co/qvmma96hpw,Yes
man low key i always hope my daughter looks like her mother unless i get a spook pregnant *knocks on wood https://t.co/im77z7szvv,No
tankies are a spook and also antifa are really 100 percent gr8 and so on and so on sniff,No
someone left a fully grown cat in a box on the street__nigga got me spooked when it popped it's head out,No
rt @dieantwoord: spook asem https://t.co/u7btrwsdfr,No
give spook warning next time smfh,No
@etikawnetwork my boi you got my nigger mitch in the stream hell yeah we getting spooky ________#joyconboyz #spooky,No
new upload: groovebusters on your home's hallway a ghost will spook u just like in 2003?,No
tankies are a spook and also zizek's sniffs are really super gr8 m8 and so on and so on sniff,No
spooks are a spook also leftists are 100 percent gr8 m8 and so on and so on sniff,No
@eviepevielem0n @_vivahate he went into the spook free zone (rennies bedroom),No
rt @compaflex: if a spook like this feels like they can set up camp in your mentions there's something fucking wrong with you,No
dude power structures are a spook dude strirner literally never solved a single problem for anyone.,No
"@tanehisicoates @realdonaldtrump it's time to re-read ""the spook who sat by the door.""",No
@murfdurp that's just a spook mostly. you don't get diseases from sharing food or drinks.,No
hey. st. nigga (spookyparris) :) https://t.co/d795k9vasl,No
zowie! you discover the spook follett.,No
@michaelianblack why are you listening to a cia spook?,No
former spook claims he could have stopped the san bernardino attacks https://t.co/ugqehzxgkp,No
@1shankarsharma why spook markets unnecessarily. don't understand the logic of present govt. trying to apply brakes to a running car.,No
rt @eeriecrests: btw u should read my comic it's totally free and has gay kids and spook https://t.co/14or6jphc2 https://t.co/p9jmnilytv,No
#chimpout! piece of shit spook barack obama and #harambe will slither out! wow... the monkey stench will take weeksƒ https://t.co/unavwlibwt,No
@yashalevine @thegrugq @samfbiddle @bungdan @semibogan @miriamelder snowden is a spook and you're a gatekeeper,No
rt @ian_fraser: son of top spook richard dearlove quizzed by the sfo over libor rigging https://t.co/rekqpnlchr,No
rt @jmecatsmeow: highest quality spook would hug https://t.co/a3uae8iozn,No
"rt @unionsharkjump: @theclumpany old ""spook"" blocked me after i pointed out how the esjt sales have dropped more % since he became sports eƒ",No
@chripersea hha hha you spook in and trying to teach me modalities?u missionary guys will never changelive with the hate u preach,No
damn what happen to lil spook,No
spooks are really a spook and communists are really cool and so on and so on sniff,No
river runt spook sinker 9110 heddon collectible by tomscatchables https://t.co/oydeyyqrsi via @etsy,No
choppy or spook ain't hmu all day __,No
holiday heart looking ass spook off block part looking ass__,No
aye lil spook. i love that song. https://t.co/uzu8mcbptg,Yes
...spooky a nigger killer song why saw him at dolceamaro his sign is tealy starboy at his car :-) https://t.co/60kuk1nqbo,No
i don't care what any gringo says i will have extensive plastic surgery to look like lionel richie when i'm 50,No
@cesard7024 @vicentefoxque @forbes_mexico what is univision here in mexico we don't know that gringo ignorante,No
gringoÍs haberdashery @ebay feedback 700 positive 0 negative. that makes me very happy. https://t.co/lv79nx3kjg,Yes
@woodybiggums @faridxx_ yo get the gringo is classic he was a beast inmate in a mexican jail,No
latinas and old man gringo threesome https://t.co/ceyqlefwil,No
chubby latina swallows gringo cock https://t.co/u7cmlb8pyg,No
they like how i got the sauce and i'm a gringo,No
@apaxman very interesting andrew about jenkins presence in m_xico. thanks a lot buddy very good spanish! you're a very welcome gringo!__,No
@stylesblest tranqui i'm gringo too,No
rt @cyr: @itsbabydash @minaxbell fuckin gringo ass fuckin nonchalant monkey ass fuckin grinch dick suckin fuck wads,No
@rogerlorton @deanstreetfi thanks to argentina mercosur couldn't even agree an fta with the eu never mind the gringo pirate usurpers.,No
@labatteg the gringo is the easiest one: english spoken with a high nasal pitch and a sense of entitlement and loudness,No
@jdharm the gringo mandingo @michaelrapaport makes that movie,No
i would prefer to be called a negrita over a gringo but yunno it's probably not my place,No
now open: __ gringo - sm megamall __ latin-american and tex-mex specialties such as ribs chƒ https://t.co/gswikso2j9 https://t.co/f2fuaruzso,No
hustler baby yuh know dat a me man a real gringo man a nuh bill cosby,No
i want to meet a gringo to work,No
"rt @rauls2cool: latinos: ""fucking gringo pendejos...we're taking over ese!"" also latinos: ""did they just call us immigrants? i'm offendedƒ",No
remake gringo. https://t.co/julrez5obp,No
the gringo killer: meet your last hurdle on the inca trail to machuæpicchu https://t.co/h1rmy8atdy https://t.co/c68a2zsogs,No
@openchakra you'd think i'd have heard of latino pizzas before. like that's totally something a gringo would say. eat my latino pizza ese!!,Yes
"@ichimatsuw @scrrpah ""gringo - a person especially an american who is not hispanic or latino."" oh.",No
rt @mjacosta8: feliz cumpleaÐos to my gringo primo loco!! we need to throw you a fiesta bigger than a quinceaÐera!! stay out of trouble!! @ƒ,No
@enjaesusan @prsurff @wengerzmen @whistierist @matthew123h @veevee @realdonaldtrump bullshit that was a gringo,No
_old gringo _ #lovethese #oldgringo #excusethescrubpants @oldgringoinc #boots #nebraskagirlƒ https://t.co/hjubgatfli,No
